"subject","game","choice"
118,"ac_6",3
118,"ac_7",1
118,"ac_8",2
118,"ac_9",1
118,"ac_10",2
119,"ac_1",1
119,"ac_2",2
119,"ac_3",1
119,"ac_4",1
119,"ac_5",2
119,"ac_6",1
119,"ac_7",2
119,"ac_8",2
119,"ac_9",3
119,"ac_10",3
120,"ac_1",3
120,"ac_2",1
120,"ac_3",1
120,"ac_4",1
120,"ac_5",1
120,"ac_6",1
120,"ac_7",1
120,"ac_8",1
120,"ac_9",1
120,"ac_10",1
121,"ac_1",2
121,"ac_2",3
121,"ac_3",3
121,"ac_4",2
121,"ac_5",1
121,"ac_6",3
121,"ac_7",3
121,"ac_8",3
121,"ac_9",3
121,"ac_10",3
122,"ac_1",3
122,"ac_2",1
122,"ac_3",2
122,"ac_4",2
122,"ac_5",1
122,"ac_6",3
122,"ac_7",2
122,"ac_8",3
122,"ac_9",2
122,"ac_10",3
123,"ac_1",3
123,"ac_2",2
123,"ac_3",1
123,"ac_4",1
123,"ac_5",2
123,"ac_6",3
123,"ac_7",2
123,"ac_8",1
123,"ac_9",1
123,"ac_10",3
124,"ac_1",1
124,"ac_2",1
124,"ac_3",1
124,"ac_4",1
124,"ac_5",1
124,"ac_6",2
124,"ac_7",2
124,"ac_8",1
124,"ac_9",3
124,"ac_10",1
125,"ac_1",1
125,"ac_2",1
125,"ac_3",1
125,"ac_4",2
125,"ac_5",2
125,"ac_6",1
125,"ac_7",2
125,"ac_8",1
125,"ac_9",1
125,"ac_10",1
126,"ac_1",2
126,"ac_2",2
126,"ac_3",2
126,"ac_4",1
126,"ac_5",3
126,"ac_6",3
126,"ac_7",3
126,"ac_8",1
126,"ac_9",3
126,"ac_10",3
127,"ac_1",1
127,"ac_2",1
127,"ac_3",1
127,"ac_4",1
127,"ac_5",3
127,"ac_6",3
127,"ac_7",3
127,"ac_8",3
127,"ac_9",3
127,"ac_10",3
128,"ac_1",3
128,"ac_2",1
128,"ac_3",1
128,"ac_4",1
128,"ac_5",1
128,"ac_6",3
128,"ac_7",3
128,"ac_8",3
128,"ac_9",3
128,"ac_10",3
129,"ac_1",3
129,"ac_2",2
129,"ac_3",3
129,"ac_4",1
129,"ac_5",1
129,"ac_6",1
129,"ac_7",1
129,"ac_8",3
129,"ac_9",2
129,"ac_10",3
130,"ac_1",3
130,"ac_2",1
130,"ac_3",3
130,"ac_4",3
130,"ac_5",2
130,"ac_6",2
130,"ac_7",2
130,"ac_8",3
130,"ac_9",2
130,"ac_10",2
131,"ac_1",3
131,"ac_2",1
131,"ac_3",1
131,"ac_4",1
131,"ac_5",1
131,"ac_6",1
131,"ac_7",1
131,"ac_8",1
131,"ac_9",1
131,"ac_10",1
132,"ac_1",3
132,"ac_2",3
132,"ac_3",3
132,"ac_4",1
132,"ac_5",1
132,"ac_6",3
132,"ac_7",3
132,"ac_8",1
132,"ac_9",3
132,"ac_10",3
133,"ac_1",3
133,"ac_2",1
133,"ac_3",2
133,"ac_4",1
133,"ac_5",1
133,"ac_6",3
133,"ac_7",3
133,"ac_8",3
133,"ac_9",3
133,"ac_10",3
134,"ac_1",2
134,"ac_2",2
134,"ac_3",2
134,"ac_4",2
134,"ac_5",1
134,"ac_6",3
134,"ac_7",3
134,"ac_8",1
134,"ac_9",1
134,"ac_10",3
135,"ac_1",3
135,"ac_2",1
135,"ac_3",1
135,"ac_4",1
135,"ac_5",2
135,"ac_6",3
135,"ac_7",3
135,"ac_8",3
135,"ac_9",3
135,"ac_10",3
136,"ac_1",1
136,"ac_2",3
136,"ac_3",2
136,"ac_4",1
136,"ac_5",2
136,"ac_6",3
136,"ac_7",1
136,"ac_8",3
136,"ac_9",2
136,"ac_10",3
137,"ac_1",1
137,"ac_2",3
137,"ac_3",3
137,"ac_4",3
137,"ac_5",3
137,"ac_6",3
137,"ac_7",3
137,"ac_8",3
137,"ac_9",3
137,"ac_10",3
138,"ac_1",3
138,"ac_2",2
138,"ac_3",2
138,"ac_4",2
138,"ac_5",2
138,"ac_6",3
138,"ac_7",1
138,"ac_8",1
138,"ac_9",1
138,"ac_10",3
139,"ac_1",2
139,"ac_2",3
139,"ac_3",1
139,"ac_4",1
139,"ac_5",1
139,"ac_6",3
139,"ac_7",1
139,"ac_8",1
139,"ac_9",1
139,"ac_10",3
140,"ac_1",1
140,"ac_2",2
140,"ac_3",2
140,"ac_4",2
140,"ac_5",1
140,"ac_6",1
140,"ac_7",3
140,"ac_8",1
140,"ac_9",3
140,"ac_10",1
141,"ac_1",2
141,"ac_2",1
141,"ac_3",1
141,"ac_4",1
141,"ac_5",1
141,"ac_6",3
141,"ac_7",1
141,"ac_8",1
141,"ac_9",3
141,"ac_10",1
142,"ac_1",3
142,"ac_2",3
142,"ac_3",1
142,"ac_4",1
142,"ac_5",3
142,"ac_6",3
142,"ac_7",2
142,"ac_8",3
142,"ac_9",2
142,"ac_10",1
143,"ac_1",2
143,"ac_2",1
143,"ac_3",1
143,"ac_4",1
143,"ac_5",1
143,"ac_6",2
143,"ac_7",3
143,"ac_8",3
143,"ac_9",3
143,"ac_10",3
144,"ac_1",3
144,"ac_2",1
144,"ac_3",2
144,"ac_4",1
144,"ac_5",2
144,"ac_6",1
144,"ac_7",2
144,"ac_8",2
144,"ac_9",2
144,"ac_10",1
145,"ac_1",2
145,"ac_2",3
145,"ac_3",1
145,"ac_4",2
145,"ac_5",3
145,"ac_6",3
145,"ac_7",3
145,"ac_8",1
145,"ac_9",1
145,"ac_10",3
146,"ac_1",3
146,"ac_2",3
146,"ac_3",3
146,"ac_4",1
146,"ac_5",1
146,"ac_6",1
146,"ac_7",3
146,"ac_8",3
146,"ac_9",3
146,"ac_10",3
147,"ac_1",3
147,"ac_2",1
147,"ac_3",1
147,"ac_4",1
147,"ac_5",2
147,"ac_6",1
147,"ac_7",2
147,"ac_8",2
147,"ac_9",1
147,"ac_10",1
148,"ac_1",3
148,"ac_2",3
148,"ac_3",2
148,"ac_4",2
148,"ac_5",3
148,"ac_6",3
148,"ac_7",3
148,"ac_8",3
148,"ac_9",3
148,"ac_10",3
149,"ac_1",1
149,"ac_2",1
149,"ac_3",1
149,"ac_4",1
149,"ac_5",1
149,"ac_6",1
149,"ac_7",1
149,"ac_8",1
149,"ac_9",1
149,"ac_10",1
150,"ac_1",2
150,"ac_2",2
150,"ac_3",2
150,"ac_4",2
150,"ac_5",1
150,"ac_6",1
150,"ac_7",1
150,"ac_8",3
150,"ac_9",3
150,"ac_10",1
151,"ac_1",3
151,"ac_2",3
151,"ac_3",3
151,"ac_4",2
151,"ac_5",2
151,"ac_6",3
151,"ac_7",3
151,"ac_8",3
151,"ac_9",3
151,"ac_10",3
152,"ac_1",3
152,"ac_2",1
152,"ac_3",1
152,"ac_4",1
152,"ac_5",1
152,"ac_6",1
152,"ac_7",1
152,"ac_8",1
152,"ac_9",1
152,"ac_10",1
153,"ac_1",2
153,"ac_2",1
153,"ac_3",1
153,"ac_4",2
153,"ac_5",2
153,"ac_6",1
153,"ac_7",3
153,"ac_8",1
153,"ac_9",2
153,"ac_10",1
154,"ac_1",3
154,"ac_2",3
154,"ac_3",3
154,"ac_4",1
154,"ac_5",2
154,"ac_6",3
154,"ac_7",3
154,"ac_8",3
154,"ac_9",1
154,"ac_10",3
155,"ac_1",2
155,"ac_2",1
155,"ac_3",1
155,"ac_4",1
155,"ac_5",2
155,"ac_6",3
155,"ac_7",3
155,"ac_8",2
155,"ac_9",1
155,"ac_10",2
156,"ac_1",3
156,"ac_2",3
156,"ac_3",3
156,"ac_4",1
156,"ac_5",3
156,"ac_6",3
156,"ac_7",3
156,"ac_8",3
156,"ac_9",1
156,"ac_10",1
157,"ac_1",1
157,"ac_2",1
157,"ac_3",1
157,"ac_4",1
157,"ac_5",1
157,"ac_6",2
157,"ac_7",1
157,"ac_8",1
157,"ac_9",1
157,"ac_10",3
158,"ac_1",3
158,"ac_2",2
158,"ac_3",2
158,"ac_4",2
158,"ac_5",2
158,"ac_6",2
158,"ac_7",2
158,"ac_8",2
158,"ac_9",2
158,"ac_10",2
159,"ac_1",1
159,"ac_2",2
159,"ac_3",2
159,"ac_4",3
159,"ac_5",2
159,"ac_6",3
159,"ac_7",1
159,"ac_8",1
159,"ac_9",3
159,"ac_10",2
160,"ac_1",3
160,"ac_2",2
160,"ac_3",1
160,"ac_4",1
160,"ac_5",3
160,"ac_6",3
160,"ac_7",2
160,"ac_8",3
160,"ac_9",3
160,"ac_10",1
161,"ac_1",1
161,"ac_2",3
161,"ac_3",3
161,"ac_4",3
161,"ac_5",2
161,"ac_6",3
161,"ac_7",1
161,"ac_8",2
161,"ac_9",3
161,"ac_10",1
162,"ac_1",3
162,"ac_2",1
162,"ac_3",2
162,"ac_4",1
162,"ac_5",1
162,"ac_6",3
162,"ac_7",2
162,"ac_8",2
162,"ac_9",3
162,"ac_10",3
163,"ac_1",1
163,"ac_2",1
163,"ac_3",1
163,"ac_4",3
163,"ac_5",1
163,"ac_6",2
163,"ac_7",3
163,"ac_8",3
163,"ac_9",3
163,"ac_10",3
164,"ac_1",3
164,"ac_2",2
164,"ac_3",1
164,"ac_4",2
164,"ac_5",2
164,"ac_6",3
164,"ac_7",1
164,"ac_8",2
164,"ac_9",3
164,"ac_10",3
165,"ac_1",3
165,"ac_2",3
165,"ac_3",2
165,"ac_4",3
165,"ac_5",1
165,"ac_6",3
165,"ac_7",1
165,"ac_8",3
165,"ac_9",1
165,"ac_10",3
166,"ac_1",3
166,"ac_2",2
166,"ac_3",2
166,"ac_4",2
166,"ac_5",3
166,"ac_6",3
166,"ac_7",3
166,"ac_8",3
166,"ac_9",3
166,"ac_10",3
1,"rsp_1",2
1,"rsp_2",2
1,"rsp_3",1
1,"rsp_4",2
1,"rsp_5",2
1,"rsp_6",2
1,"rsp_7",2
1,"rsp_8",2
1,"rsp_9",2
1,"rsp_10",2
2,"rsp_1",1
2,"rsp_2",1
2,"rsp_3",1
2,"rsp_4",2
2,"rsp_5",1
2,"rsp_6",2
2,"rsp_7",2
2,"rsp_8",3
2,"rsp_9",3
2,"rsp_10",3
3,"rsp_1",3
3,"rsp_2",1
3,"rsp_3",3
3,"rsp_4",3
3,"rsp_5",3
3,"rsp_6",3
3,"rsp_7",3
3,"rsp_8",1
3,"rsp_9",1
3,"rsp_10",1
4,"rsp_1",3
4,"rsp_2",1
4,"rsp_3",1
4,"rsp_4",1
4,"rsp_5",1
4,"rsp_6",2
4,"rsp_7",3
4,"rsp_8",3
4,"rsp_9",2
4,"rsp_10",2
5,"rsp_1",1
5,"rsp_2",1
5,"rsp_3",1
5,"rsp_4",1
5,"rsp_5",3
5,"rsp_6",3
5,"rsp_7",3
5,"rsp_8",1
5,"rsp_9",1
5,"rsp_10",3
6,"rsp_1",3
6,"rsp_2",1
6,"rsp_3",3
6,"rsp_4",1
6,"rsp_5",3
6,"rsp_6",3
6,"rsp_7",3
6,"rsp_8",1
6,"rsp_9",1
6,"rsp_10",3
7,"rsp_1",1
7,"rsp_2",2
7,"rsp_3",2
7,"rsp_4",2
7,"rsp_5",2
7,"rsp_6",1
7,"rsp_7",1
7,"rsp_8",1
7,"rsp_9",2
7,"rsp_10",3
8,"rsp_1",1
8,"rsp_2",1
8,"rsp_3",1
8,"rsp_4",1
8,"rsp_5",1
8,"rsp_6",1
8,"rsp_7",2
8,"rsp_8",1
8,"rsp_9",2
8,"rsp_10",2
9,"rsp_1",3
9,"rsp_2",1
9,"rsp_3",1
9,"rsp_4",3
9,"rsp_5",3
9,"rsp_6",2
9,"rsp_7",3
9,"rsp_8",3
9,"rsp_9",3
9,"rsp_10",3
10,"rsp_1",3
10,"rsp_2",1
10,"rsp_3",1
10,"rsp_4",1
10,"rsp_5",1
10,"rsp_6",3
10,"rsp_7",2
10,"rsp_8",2
10,"rsp_9",3
10,"rsp_10",3
11,"rsp_1",3
11,"rsp_2",1
11,"rsp_3",3
11,"rsp_4",2
11,"rsp_5",1
11,"rsp_6",1
11,"rsp_7",3
11,"rsp_8",1
11,"rsp_9",3
11,"rsp_10",2
12,"rsp_1",2
12,"rsp_2",1
12,"rsp_3",2
12,"rsp_4",2
12,"rsp_5",2
12,"rsp_6",2
12,"rsp_7",1
12,"rsp_8",3
12,"rsp_9",3
12,"rsp_10",3
13,"rsp_1",2
13,"rsp_2",3
13,"rsp_3",1
13,"rsp_4",2
13,"rsp_5",1
13,"rsp_6",1
13,"rsp_7",1
13,"rsp_8",3
13,"rsp_9",3
13,"rsp_10",3
14,"rsp_1",3
14,"rsp_2",1
14,"rsp_3",1
14,"rsp_4",1
14,"rsp_5",1
14,"rsp_6",3
14,"rsp_7",1
14,"rsp_8",3
14,"rsp_9",3
14,"rsp_10",3
15,"rsp_1",3
15,"rsp_2",2
15,"rsp_3",1
15,"rsp_4",2
15,"rsp_5",3
15,"rsp_6",1
15,"rsp_7",1
15,"rsp_8",3
15,"rsp_9",1
15,"rsp_10",2
16,"rsp_1",1
16,"rsp_2",3
16,"rsp_3",3
16,"rsp_4",3
16,"rsp_5",1
16,"rsp_6",3
16,"rsp_7",3
16,"rsp_8",3
16,"rsp_9",3
16,"rsp_10",1
17,"rsp_1",1
17,"rsp_2",3
17,"rsp_3",2
17,"rsp_4",1
17,"rsp_5",2
17,"rsp_6",3
17,"rsp_7",3
17,"rsp_8",3
17,"rsp_9",3
17,"rsp_10",3
18,"rsp_1",2
18,"rsp_2",1
18,"rsp_3",1
18,"rsp_4",1
18,"rsp_5",1
18,"rsp_6",1
18,"rsp_7",1
18,"rsp_8",3
18,"rsp_9",3
18,"rsp_10",3
19,"rsp_1",2
19,"rsp_2",3
19,"rsp_3",1
19,"rsp_4",3
19,"rsp_5",1
19,"rsp_6",2
19,"rsp_7",2
19,"rsp_8",3
19,"rsp_9",1
19,"rsp_10",3
20,"rsp_1",2
20,"rsp_2",1
20,"rsp_3",1
20,"rsp_4",3
20,"rsp_5",1
20,"rsp_6",2
20,"rsp_7",2
20,"rsp_8",2
20,"rsp_9",2
20,"rsp_10",2
21,"rsp_1",3
21,"rsp_2",1
21,"rsp_3",3
21,"rsp_4",1
21,"rsp_5",1
21,"rsp_6",3
21,"rsp_7",3
21,"rsp_8",1
21,"rsp_9",1
21,"rsp_10",3
22,"rsp_1",3
22,"rsp_2",1
22,"rsp_3",1
22,"rsp_4",1
22,"rsp_5",1
22,"rsp_6",3
22,"rsp_7",3
22,"rsp_8",3
22,"rsp_9",3
22,"rsp_10",3
23,"rsp_1",3
23,"rsp_2",1
23,"rsp_3",1
23,"rsp_4",1
23,"rsp_5",1
23,"rsp_6",2
23,"rsp_7",2
23,"rsp_8",2
23,"rsp_9",2
23,"rsp_10",2
24,"rsp_1",2
24,"rsp_2",2
24,"rsp_3",1
24,"rsp_4",1
24,"rsp_5",1
24,"rsp_6",2
24,"rsp_7",2
24,"rsp_8",2
24,"rsp_9",2
24,"rsp_10",2
25,"rsp_1",1
25,"rsp_2",1
25,"rsp_3",2
25,"rsp_4",1
25,"rsp_5",1
25,"rsp_6",3
25,"rsp_7",3
25,"rsp_8",1
25,"rsp_9",2
25,"rsp_10",1
26,"rsp_1",1
26,"rsp_2",1
26,"rsp_3",1
26,"rsp_4",1
26,"rsp_5",1
26,"rsp_6",2
26,"rsp_7",2
26,"rsp_8",3
26,"rsp_9",1
26,"rsp_10",2
27,"rsp_1",2
27,"rsp_2",2
27,"rsp_3",2
27,"rsp_4",2
27,"rsp_5",2
27,"rsp_6",3
27,"rsp_7",2
27,"rsp_8",3
27,"rsp_9",1
27,"rsp_10",3
28,"rsp_1",1
28,"rsp_2",3
28,"rsp_3",2
28,"rsp_4",2
28,"rsp_5",1
28,"rsp_6",2
28,"rsp_7",3
28,"rsp_8",3
28,"rsp_9",3
28,"rsp_10",3
29,"rsp_1",1
29,"rsp_2",1
29,"rsp_3",1
29,"rsp_4",1
29,"rsp_5",1
29,"rsp_6",1
29,"rsp_7",1
29,"rsp_8",1
29,"rsp_9",1
29,"rsp_10",1
30,"rsp_1",3
30,"rsp_2",3
30,"rsp_3",3
30,"rsp_4",3
30,"rsp_5",3
30,"rsp_6",3
30,"rsp_7",3
30,"rsp_8",3
30,"rsp_9",3
30,"rsp_10",1
31,"rsp_1",3
31,"rsp_2",1
31,"rsp_3",1
31,"rsp_4",1
31,"rsp_5",1
31,"rsp_6",2
31,"rsp_7",3
31,"rsp_8",3
31,"rsp_9",1
31,"rsp_10",2
32,"rsp_1",1
32,"rsp_2",2
32,"rsp_3",3
32,"rsp_4",1
32,"rsp_5",2
32,"rsp_6",3
32,"rsp_7",1
32,"rsp_8",2
32,"rsp_9",3
32,"rsp_10",1
33,"rsp_1",3
33,"rsp_2",3
33,"rsp_3",3
33,"rsp_4",1
33,"rsp_5",1
33,"rsp_6",3
33,"rsp_7",3
33,"rsp_8",3
33,"rsp_9",3
33,"rsp_10",3
34,"rsp_1",3
34,"rsp_2",1
34,"rsp_3",3
34,"rsp_4",1
34,"rsp_5",1
34,"rsp_6",1
34,"rsp_7",1
34,"rsp_8",3
34,"rsp_9",1
34,"rsp_10",2
35,"rsp_1",3
35,"rsp_2",1
35,"rsp_3",1
35,"rsp_4",1
35,"rsp_5",1
35,"rsp_6",2
35,"rsp_7",3
35,"rsp_8",1
35,"rsp_9",2
35,"rsp_10",1
36,"rsp_1",2
36,"rsp_2",2
36,"rsp_3",2
36,"rsp_4",2
36,"rsp_5",1
36,"rsp_6",2
36,"rsp_7",3
36,"rsp_8",2
36,"rsp_9",2
36,"rsp_10",1
37,"rsp_1",2
37,"rsp_2",1
37,"rsp_3",1
37,"rsp_4",1
37,"rsp_5",1
37,"rsp_6",2
37,"rsp_7",3
37,"rsp_8",2
37,"rsp_9",2
37,"rsp_10",3
38,"rsp_1",2
38,"rsp_2",2
38,"rsp_3",1
38,"rsp_4",2
38,"rsp_5",2
38,"rsp_6",3
38,"rsp_7",1
38,"rsp_8",1
38,"rsp_9",3
38,"rsp_10",2
39,"rsp_1",1
39,"rsp_2",1
39,"rsp_3",1
39,"rsp_4",2
39,"rsp_5",1
39,"rsp_6",2
39,"rsp_7",1
39,"rsp_8",2
39,"rsp_9",3
39,"rsp_10",2
40,"rsp_1",3
40,"rsp_2",1
40,"rsp_3",2
40,"rsp_4",2
40,"rsp_5",1
40,"rsp_6",3
40,"rsp_7",3
40,"rsp_8",2
40,"rsp_9",3
40,"rsp_10",3
41,"rsp_1",1
41,"rsp_2",1
41,"rsp_3",1
41,"rsp_4",1
41,"rsp_5",1
41,"rsp_6",1
41,"rsp_7",3
41,"rsp_8",1
41,"rsp_9",3
41,"rsp_10",1
42,"rsp_1",2
42,"rsp_2",1
42,"rsp_3",1
42,"rsp_4",1
42,"rsp_5",1
42,"rsp_6",2
42,"rsp_7",3
42,"rsp_8",3
42,"rsp_9",1
42,"rsp_10",3
43,"rsp_1",3
43,"rsp_2",3
43,"rsp_3",3
43,"rsp_4",3
43,"rsp_5",3
43,"rsp_6",3
43,"rsp_7",3
43,"rsp_8",3
43,"rsp_9",3
43,"rsp_10",3
44,"rsp_1",3
44,"rsp_2",2
44,"rsp_3",1
44,"rsp_4",3
44,"rsp_5",1
44,"rsp_6",2
44,"rsp_7",1
44,"rsp_8",3
44,"rsp_9",2
44,"rsp_10",2
45,"rsp_1",1
45,"rsp_2",1
45,"rsp_3",3
45,"rsp_4",3
45,"rsp_5",2
45,"rsp_6",3
45,"rsp_7",3
45,"rsp_8",3
45,"rsp_9",3
45,"rsp_10",1
46,"rsp_1",3
46,"rsp_2",1
46,"rsp_3",1
46,"rsp_4",1
46,"rsp_5",1
46,"rsp_6",2
46,"rsp_7",1
46,"rsp_8",2
46,"rsp_9",3
46,"rsp_10",3
47,"rsp_1",2
47,"rsp_2",1
47,"rsp_3",1
47,"rsp_4",1
47,"rsp_5",1
47,"rsp_6",1
47,"rsp_7",3
47,"rsp_8",3
47,"rsp_9",3
47,"rsp_10",3
48,"rsp_1",3
48,"rsp_2",1
48,"rsp_3",2
48,"rsp_4",1
48,"rsp_5",1
48,"rsp_6",2
48,"rsp_7",3
48,"rsp_8",2
48,"rsp_9",1
48,"rsp_10",2
49,"rsp_1",3
49,"rsp_2",1
49,"rsp_3",1
49,"rsp_4",1
49,"rsp_5",1
49,"rsp_6",2
49,"rsp_7",1
49,"rsp_8",1
49,"rsp_9",1
49,"rsp_10",1
50,"rsp_1",3
50,"rsp_2",1
50,"rsp_3",1
50,"rsp_4",1
50,"rsp_5",1
50,"rsp_6",3
50,"rsp_7",3
50,"rsp_8",1
50,"rsp_9",3
50,"rsp_10",3
51,"rsp_1",3
51,"rsp_2",3
51,"rsp_3",2
51,"rsp_4",2
51,"rsp_5",1
51,"rsp_6",3
51,"rsp_7",3
51,"rsp_8",3
51,"rsp_9",3
51,"rsp_10",1
52,"rsp_1",3
52,"rsp_2",1
52,"rsp_3",1
52,"rsp_4",1
52,"rsp_5",1
52,"rsp_6",1
52,"rsp_7",3
52,"rsp_8",2
52,"rsp_9",3
52,"rsp_10",3
53,"rsp_1",2
53,"rsp_2",1
53,"rsp_3",1
53,"rsp_4",1
53,"rsp_5",1
53,"rsp_6",1
53,"rsp_7",2
53,"rsp_8",2
53,"rsp_9",2
53,"rsp_10",3
54,"rsp_1",1
54,"rsp_2",1
54,"rsp_3",1
54,"rsp_4",1
54,"rsp_5",1
54,"rsp_6",1
54,"rsp_7",3
54,"rsp_8",3
54,"rsp_9",3
54,"rsp_10",3
55,"rsp_1",3
55,"rsp_2",1
55,"rsp_3",1
55,"rsp_4",1
55,"rsp_5",1
55,"rsp_6",2
55,"rsp_7",3
55,"rsp_8",3
55,"rsp_9",3
55,"rsp_10",1
56,"rsp_1",2
56,"rsp_2",3
56,"rsp_3",3
56,"rsp_4",1
56,"rsp_5",1
56,"rsp_6",2
56,"rsp_7",1
56,"rsp_8",1
56,"rsp_9",2
56,"rsp_10",3
57,"rsp_1",1
57,"rsp_2",1
57,"rsp_3",1
57,"rsp_4",1
57,"rsp_5",1
57,"rsp_6",2
57,"rsp_7",2
57,"rsp_8",3
57,"rsp_9",3
57,"rsp_10",1
58,"rsp_1",1
58,"rsp_2",1
58,"rsp_3",1
58,"rsp_4",1
58,"rsp_5",1
58,"rsp_6",3
58,"rsp_7",3
58,"rsp_8",1
58,"rsp_9",3
58,"rsp_10",2
59,"rsp_1",2
59,"rsp_2",1
59,"rsp_3",1
59,"rsp_4",1
59,"rsp_5",1
59,"rsp_6",2
59,"rsp_7",1
59,"rsp_8",3
59,"rsp_9",1
59,"rsp_10",1
60,"rsp_1",2
60,"rsp_2",1
60,"rsp_3",1
60,"rsp_4",1
60,"rsp_5",1
60,"rsp_6",2
60,"rsp_7",2
60,"rsp_8",2
60,"rsp_9",2
60,"rsp_10",2
61,"rsp_1",1
61,"rsp_2",1
61,"rsp_3",1
61,"rsp_4",1
61,"rsp_5",1
61,"rsp_6",2
61,"rsp_7",3
61,"rsp_8",3
61,"rsp_9",3
61,"rsp_10",2
62,"rsp_1",1
62,"rsp_2",1
62,"rsp_3",1
62,"rsp_4",1
62,"rsp_5",1
62,"rsp_6",3
