"subject","game","choice"
62,"rsp_7",1
62,"rsp_8",2
62,"rsp_9",2
62,"rsp_10",2
63,"rsp_1",3
63,"rsp_2",1
63,"rsp_3",1
63,"rsp_4",1
63,"rsp_5",1
63,"rsp_6",2
63,"rsp_7",2
63,"rsp_8",3
63,"rsp_9",2
63,"rsp_10",1
64,"rsp_1",2
64,"rsp_2",1
64,"rsp_3",1
64,"rsp_4",1
64,"rsp_5",1
64,"rsp_6",1
64,"rsp_7",2
64,"rsp_8",2
64,"rsp_9",2
64,"rsp_10",2
65,"rsp_1",3
65,"rsp_2",3
65,"rsp_3",2
65,"rsp_4",1
65,"rsp_5",2
65,"rsp_6",1
65,"rsp_7",3
65,"rsp_8",3
65,"rsp_9",1
65,"rsp_10",2
66,"rsp_1",3
66,"rsp_2",1
66,"rsp_3",1
66,"rsp_4",3
66,"rsp_5",3
66,"rsp_6",3
66,"rsp_7",3
66,"rsp_8",3
66,"rsp_9",3
66,"rsp_10",3
67,"rsp_1",2
67,"rsp_2",3
67,"rsp_3",2
67,"rsp_4",2
67,"rsp_5",1
67,"rsp_6",2
67,"rsp_7",3
67,"rsp_8",3
67,"rsp_9",3
67,"rsp_10",3
68,"rsp_1",2
68,"rsp_2",3
68,"rsp_3",2
68,"rsp_4",1
68,"rsp_5",1
68,"rsp_6",1
68,"rsp_7",1
68,"rsp_8",3
68,"rsp_9",1
68,"rsp_10",1
69,"rsp_1",2
69,"rsp_2",3
69,"rsp_3",2
69,"rsp_4",3
69,"rsp_5",3
69,"rsp_6",1
69,"rsp_7",3
69,"rsp_8",3
69,"rsp_9",1
69,"rsp_10",1
70,"rsp_1",3
70,"rsp_2",1
70,"rsp_3",1
70,"rsp_4",1
70,"rsp_5",1
70,"rsp_6",3
70,"rsp_7",2
70,"rsp_8",2
70,"rsp_9",2
70,"rsp_10",2
71,"rsp_1",2
71,"rsp_2",1
71,"rsp_3",1
71,"rsp_4",1
71,"rsp_5",1
71,"rsp_6",2
71,"rsp_7",2
71,"rsp_8",1
71,"rsp_9",3
71,"rsp_10",1
72,"rsp_1",2
72,"rsp_2",3
72,"rsp_3",1
72,"rsp_4",1
72,"rsp_5",1
72,"rsp_6",3
72,"rsp_7",3
72,"rsp_8",3
72,"rsp_9",3
72,"rsp_10",3
73,"rsp_1",1
73,"rsp_2",1
73,"rsp_3",1
73,"rsp_4",1
73,"rsp_5",1
73,"rsp_6",1
73,"rsp_7",3
73,"rsp_8",3
73,"rsp_9",3
73,"rsp_10",3
74,"rsp_1",1
74,"rsp_2",1
74,"rsp_3",1
74,"rsp_4",1
74,"rsp_5",1
74,"rsp_6",1
74,"rsp_7",1
74,"rsp_8",1
74,"rsp_9",1
74,"rsp_10",2
75,"rsp_1",2
75,"rsp_2",1
75,"rsp_3",1
75,"rsp_4",1
75,"rsp_5",1
75,"rsp_6",3
75,"rsp_7",2
75,"rsp_8",3
75,"rsp_9",3
75,"rsp_10",3
76,"rsp_1",2
76,"rsp_2",2
76,"rsp_3",2
76,"rsp_4",1
76,"rsp_5",1
76,"rsp_6",1
76,"rsp_7",2
76,"rsp_8",2
76,"rsp_9",2
76,"rsp_10",2
77,"rsp_1",2
77,"rsp_2",1
77,"rsp_3",1
77,"rsp_4",3
77,"rsp_5",1
77,"rsp_6",2
77,"rsp_7",3
77,"rsp_8",1
77,"rsp_9",3
77,"rsp_10",3
78,"rsp_1",3
78,"rsp_2",1
78,"rsp_3",3
78,"rsp_4",3
78,"rsp_5",1
78,"rsp_6",3
78,"rsp_7",1
78,"rsp_8",1
78,"rsp_9",1
78,"rsp_10",1
79,"rsp_1",2
79,"rsp_2",3
79,"rsp_3",1
79,"rsp_4",1
79,"rsp_5",1
79,"rsp_6",2
79,"rsp_7",3
79,"rsp_8",2
79,"rsp_9",3
79,"rsp_10",3
80,"rsp_1",2
80,"rsp_2",1
80,"rsp_3",1
80,"rsp_4",1
80,"rsp_5",1
80,"rsp_6",1
80,"rsp_7",2
80,"rsp_8",1
80,"rsp_9",2
80,"rsp_10",2
81,"rsp_1",3
81,"rsp_2",2
81,"rsp_3",2
81,"rsp_4",2
81,"rsp_5",2
81,"rsp_6",2
81,"rsp_7",1
81,"rsp_8",1
81,"rsp_9",1
81,"rsp_10",3
82,"rsp_1",2
82,"rsp_2",1
82,"rsp_3",1
82,"rsp_4",2
82,"rsp_5",1
82,"rsp_6",3
82,"rsp_7",3
82,"rsp_8",1
82,"rsp_9",1
82,"rsp_10",2
83,"rsp_1",1
83,"rsp_2",1
83,"rsp_3",1
83,"rsp_4",2
83,"rsp_5",1
83,"rsp_6",1
83,"rsp_7",1
83,"rsp_8",3
83,"rsp_9",1
83,"rsp_10",3
84,"rsp_1",3
84,"rsp_2",1
84,"rsp_3",2
84,"rsp_4",2
84,"rsp_5",1
84,"rsp_6",3
84,"rsp_7",2
84,"rsp_8",3
84,"rsp_9",2
84,"rsp_10",2
85,"rsp_1",1
85,"rsp_2",2
85,"rsp_3",1
85,"rsp_4",1
85,"rsp_5",3
85,"rsp_6",2
85,"rsp_7",1
85,"rsp_8",1
85,"rsp_9",1
85,"rsp_10",1
86,"rsp_1",3
86,"rsp_2",1
86,"rsp_3",1
86,"rsp_4",1
86,"rsp_5",2
86,"rsp_6",1
86,"rsp_7",2
86,"rsp_8",2
86,"rsp_9",1
86,"rsp_10",2
87,"rsp_1",3
87,"rsp_2",1
87,"rsp_3",2
87,"rsp_4",2
87,"rsp_5",2
87,"rsp_6",1
87,"rsp_7",3
87,"rsp_8",3
87,"rsp_9",3
87,"rsp_10",3
88,"rsp_1",1
88,"rsp_2",2
88,"rsp_3",2
88,"rsp_4",2
88,"rsp_5",1
88,"rsp_6",1
88,"rsp_7",1
88,"rsp_8",1
88,"rsp_9",3
88,"rsp_10",3
89,"rsp_1",2
89,"rsp_2",1
89,"rsp_3",1
89,"rsp_4",1
89,"rsp_5",1
89,"rsp_6",1
89,"rsp_7",1
89,"rsp_8",1
89,"rsp_9",3
89,"rsp_10",1
90,"rsp_1",1
90,"rsp_2",3
90,"rsp_3",2
90,"rsp_4",3
90,"rsp_5",1
90,"rsp_6",2
90,"rsp_7",2
90,"rsp_8",3
90,"rsp_9",2
90,"rsp_10",1
91,"rsp_1",2
91,"rsp_2",3
91,"rsp_3",1
91,"rsp_4",1
91,"rsp_5",1
91,"rsp_6",1
91,"rsp_7",1
91,"rsp_8",3
91,"rsp_9",3
91,"rsp_10",2
92,"rsp_1",1
92,"rsp_2",2
92,"rsp_3",1
92,"rsp_4",2
92,"rsp_5",3
92,"rsp_6",2
92,"rsp_7",3
92,"rsp_8",3
92,"rsp_9",1
92,"rsp_10",2
93,"rsp_1",2
93,"rsp_2",2
93,"rsp_3",1
93,"rsp_4",1
93,"rsp_5",2
93,"rsp_6",2
93,"rsp_7",2
93,"rsp_8",2
93,"rsp_9",2
93,"rsp_10",2
94,"rsp_1",1
94,"rsp_2",1
94,"rsp_3",3
94,"rsp_4",1
94,"rsp_5",3
94,"rsp_6",3
94,"rsp_7",1
94,"rsp_8",1
94,"rsp_9",3
94,"rsp_10",3
95,"rsp_1",2
95,"rsp_2",2
95,"rsp_3",1
95,"rsp_4",1
95,"rsp_5",1
95,"rsp_6",3
95,"rsp_7",3
95,"rsp_8",1
95,"rsp_9",2
95,"rsp_10",2
96,"rsp_1",1
96,"rsp_2",1
96,"rsp_3",3
96,"rsp_4",2
96,"rsp_5",2
96,"rsp_6",3
96,"rsp_7",3
96,"rsp_8",2
96,"rsp_9",2
96,"rsp_10",1
97,"rsp_1",1
97,"rsp_2",3
97,"rsp_3",1
97,"rsp_4",2
97,"rsp_5",3
97,"rsp_6",1
97,"rsp_7",2
97,"rsp_8",2
97,"rsp_9",3
97,"rsp_10",1
98,"rsp_1",2
98,"rsp_2",3
98,"rsp_3",3
98,"rsp_4",1
98,"rsp_5",2
98,"rsp_6",1
98,"rsp_7",3
98,"rsp_8",3
98,"rsp_9",2
98,"rsp_10",3
99,"rsp_1",3
99,"rsp_2",3
99,"rsp_3",1
99,"rsp_4",2
99,"rsp_5",1
99,"rsp_6",3
99,"rsp_7",2
99,"rsp_8",3
99,"rsp_9",1
99,"rsp_10",2
100,"rsp_1",1
100,"rsp_2",1
100,"rsp_3",1
100,"rsp_4",1
100,"rsp_5",1
100,"rsp_6",1
100,"rsp_7",2
100,"rsp_8",1
100,"rsp_9",2
100,"rsp_10",2
101,"rsp_1",2
101,"rsp_2",3
101,"rsp_3",1
101,"rsp_4",1
101,"rsp_5",1
101,"rsp_6",1
101,"rsp_7",3
101,"rsp_8",3
101,"rsp_9",3
101,"rsp_10",2
102,"rsp_1",2
102,"rsp_2",1
102,"rsp_3",1
102,"rsp_4",1
102,"rsp_5",1
102,"rsp_6",2
102,"rsp_7",2
102,"rsp_8",3
102,"rsp_9",3
102,"rsp_10",3
103,"rsp_1",3
103,"rsp_2",1
103,"rsp_3",3
103,"rsp_4",1
103,"rsp_5",1
103,"rsp_6",1
103,"rsp_7",2
103,"rsp_8",1
103,"rsp_9",2
103,"rsp_10",1
104,"rsp_1",2
104,"rsp_2",1
104,"rsp_3",1
104,"rsp_4",1
104,"rsp_5",1
104,"rsp_6",1
104,"rsp_7",1
104,"rsp_8",3
104,"rsp_9",3
104,"rsp_10",2
105,"rsp_1",1
105,"rsp_2",2
105,"rsp_3",2
105,"rsp_4",1
105,"rsp_5",1
105,"rsp_6",3
105,"rsp_7",1
105,"rsp_8",1
105,"rsp_9",2
105,"rsp_10",1
106,"rsp_1",3
106,"rsp_2",3
106,"rsp_3",1
106,"rsp_4",1
106,"rsp_5",1
106,"rsp_6",1
106,"rsp_7",1
106,"rsp_8",1
106,"rsp_9",2
106,"rsp_10",3
107,"rsp_1",1
107,"rsp_2",1
107,"rsp_3",1
107,"rsp_4",1
107,"rsp_5",1
107,"rsp_6",3
107,"rsp_7",1
107,"rsp_8",3
107,"rsp_9",3
107,"rsp_10",3
108,"rsp_1",3
108,"rsp_2",3
108,"rsp_3",2
108,"rsp_4",1
108,"rsp_5",1
108,"rsp_6",3
108,"rsp_7",2
108,"rsp_8",2
108,"rsp_9",3
108,"rsp_10",3
109,"rsp_1",1
109,"rsp_2",1
109,"rsp_3",1
109,"rsp_4",1
109,"rsp_5",1
109,"rsp_6",2
109,"rsp_7",3
109,"rsp_8",3
109,"rsp_9",3
109,"rsp_10",3
110,"rsp_1",2
110,"rsp_2",1
110,"rsp_3",1
110,"rsp_4",1
110,"rsp_5",1
110,"rsp_6",2
110,"rsp_7",3
110,"rsp_8",3
110,"rsp_9",3
110,"rsp_10",3
111,"rsp_1",1
111,"rsp_2",3
111,"rsp_3",1
111,"rsp_4",3
111,"rsp_5",2
111,"rsp_6",1
111,"rsp_7",1
111,"rsp_8",3
111,"rsp_9",2
111,"rsp_10",2
112,"rsp_1",1
112,"rsp_2",1
112,"rsp_3",1
112,"rsp_4",1
112,"rsp_5",1
112,"rsp_6",1
112,"rsp_7",1
112,"rsp_8",2
112,"rsp_9",2
112,"rsp_10",2
113,"rsp_1",3
113,"rsp_2",2
113,"rsp_3",2
113,"rsp_4",1
113,"rsp_5",1
113,"rsp_6",3
113,"rsp_7",3
113,"rsp_8",3
113,"rsp_9",3
113,"rsp_10",3
114,"rsp_1",1
114,"rsp_2",2
114,"rsp_3",1
114,"rsp_4",1
114,"rsp_5",1
114,"rsp_6",1
114,"rsp_7",1
114,"rsp_8",3
114,"rsp_9",2
114,"rsp_10",1
115,"rsp_1",2
115,"rsp_2",2
115,"rsp_3",2
115,"rsp_4",3
115,"rsp_5",1
115,"rsp_6",1
115,"rsp_7",3
115,"rsp_8",3
115,"rsp_9",1
115,"rsp_10",1
116,"rsp_1",2
116,"rsp_2",2
116,"rsp_3",1
116,"rsp_4",1
116,"rsp_5",1
116,"rsp_6",3
116,"rsp_7",3
116,"rsp_8",1
116,"rsp_9",1
116,"rsp_10",1
117,"rsp_1",3
117,"rsp_2",1
117,"rsp_3",1
117,"rsp_4",1
117,"rsp_5",1
117,"rsp_6",2
117,"rsp_7",3
117,"rsp_8",3
117,"rsp_9",1
117,"rsp_10",1
118,"rsp_1",3
118,"rsp_2",1
118,"rsp_3",1
118,"rsp_4",2
118,"rsp_5",3
118,"rsp_6",2
118,"rsp_7",1
118,"rsp_8",2
118,"rsp_9",1
118,"rsp_10",1
119,"rsp_1",1
119,"rsp_2",3
119,"rsp_3",2
119,"rsp_4",2
119,"rsp_5",1
119,"rsp_6",1
119,"rsp_7",3
119,"rsp_8",3
119,"rsp_9",3
119,"rsp_10",2
120,"rsp_1",1
120,"rsp_2",1
120,"rsp_3",1
120,"rsp_4",1
120,"rsp_5",1
120,"rsp_6",2
120,"rsp_7",1
120,"rsp_8",1
120,"rsp_9",1
120,"rsp_10",1
121,"rsp_1",2
121,"rsp_2",1
121,"rsp_3",1
121,"rsp_4",1
121,"rsp_5",1
121,"rsp_6",2
121,"rsp_7",3
121,"rsp_8",3
121,"rsp_9",3
121,"rsp_10",3
122,"rsp_1",1
122,"rsp_2",3
122,"rsp_3",2
122,"rsp_4",3
122,"rsp_5",1
122,"rsp_6",1
122,"rsp_7",1
122,"rsp_8",1
122,"rsp_9",2
122,"rsp_10",3
123,"rsp_1",3
123,"rsp_2",2
123,"rsp_3",2
123,"rsp_4",3
123,"rsp_5",2
123,"rsp_6",1
123,"rsp_7",1
123,"rsp_8",1
123,"rsp_9",1
123,"rsp_10",1
124,"rsp_1",3
124,"rsp_2",1
124,"rsp_3",3
124,"rsp_4",1
124,"rsp_5",1
124,"rsp_6",1
124,"rsp_7",3
124,"rsp_8",3
124,"rsp_9",3
124,"rsp_10",3
125,"rsp_1",2
125,"rsp_2",1
125,"rsp_3",1
125,"rsp_4",1
125,"rsp_5",1
125,"rsp_6",3
125,"rsp_7",1
125,"rsp_8",1
125,"rsp_9",3
125,"rsp_10",2
126,"rsp_1",2
126,"rsp_2",3
126,"rsp_3",3
126,"rsp_4",3
126,"rsp_5",1
126,"rsp_6",1
126,"rsp_7",3
126,"rsp_8",1
126,"rsp_9",1
126,"rsp_10",3
127,"rsp_1",3
127,"rsp_2",2
127,"rsp_3",2
127,"rsp_4",2
127,"rsp_5",2
127,"rsp_6",3
127,"rsp_7",1
127,"rsp_8",1
127,"rsp_9",2
127,"rsp_10",3
128,"rsp_1",2
128,"rsp_2",2
128,"rsp_3",2
128,"rsp_4",1
128,"rsp_5",1
128,"rsp_6",1
128,"rsp_7",1
128,"rsp_8",1
128,"rsp_9",1
128,"rsp_10",1
129,"rsp_1",2
129,"rsp_2",2
129,"rsp_3",2
129,"rsp_4",1
129,"rsp_5",1
129,"rsp_6",3
129,"rsp_7",1
129,"rsp_8",3
129,"rsp_9",1
129,"rsp_10",1
130,"rsp_1",3
130,"rsp_2",3
130,"rsp_3",3
130,"rsp_4",1
130,"rsp_5",1
130,"rsp_6",1
130,"rsp_7",3
130,"rsp_8",3
130,"rsp_9",1
130,"rsp_10",3
131,"rsp_1",1
131,"rsp_2",1
131,"rsp_3",1
131,"rsp_4",1
131,"rsp_5",1
131,"rsp_6",1
131,"rsp_7",1
131,"rsp_8",1
131,"rsp_9",1
131,"rsp_10",1
132,"rsp_1",3
132,"rsp_2",1
132,"rsp_3",1
132,"rsp_4",1
132,"rsp_5",2
132,"rsp_6",2
132,"rsp_7",3
132,"rsp_8",3
132,"rsp_9",2
132,"rsp_10",1
133,"rsp_1",1
133,"rsp_2",1
133,"rsp_3",1
133,"rsp_4",1
133,"rsp_5",1
133,"rsp_6",2
133,"rsp_7",1
133,"rsp_8",2
133,"rsp_9",1
133,"rsp_10",1
134,"rsp_1",2
134,"rsp_2",1
134,"rsp_3",1
134,"rsp_4",1
134,"rsp_5",1
134,"rsp_6",2
134,"rsp_7",1
134,"rsp_8",2
134,"rsp_9",1
134,"rsp_10",1
135,"rsp_1",3
135,"rsp_2",1
135,"rsp_3",1
135,"rsp_4",1
135,"rsp_5",1
135,"rsp_6",2
135,"rsp_7",2
135,"rsp_8",3
135,"rsp_9",2
135,"rsp_10",2
136,"rsp_1",2
136,"rsp_2",3
136,"rsp_3",1
136,"rsp_4",3
136,"rsp_5",2
136,"rsp_6",1
136,"rsp_7",3
136,"rsp_8",2
136,"rsp_9",3
136,"rsp_10",3
137,"rsp_1",3
137,"rsp_2",3
137,"rsp_3",3
137,"rsp_4",3
137,"rsp_5",3
137,"rsp_6",3
137,"rsp_7",3
137,"rsp_8",3
137,"rsp_9",3
137,"rsp_10",3
138,"rsp_1",2
138,"rsp_2",1
138,"rsp_3",2
138,"rsp_4",2
138,"rsp_5",1
138,"rsp_6",2
138,"rsp_7",3
138,"rsp_8",1
138,"rsp_9",3
138,"rsp_10",3
139,"rsp_1",1
139,"rsp_2",1
139,"rsp_3",1
139,"rsp_4",3
139,"rsp_5",1
139,"rsp_6",2
139,"rsp_7",3
139,"rsp_8",3
139,"rsp_9",3
139,"rsp_10",3
140,"rsp_1",3
140,"rsp_2",1
140,"rsp_3",2
140,"rsp_4",2
140,"rsp_5",1
140,"rsp_6",2
140,"rsp_7",3
140,"rsp_8",1
140,"rsp_9",3
140,"rsp_10",3
141,"rsp_1",3
141,"rsp_2",2
141,"rsp_3",1
141,"rsp_4",1
141,"rsp_5",3
141,"rsp_6",3
141,"rsp_7",2
141,"rsp_8",2
141,"rsp_9",2
141,"rsp_10",3
142,"rsp_1",3
142,"rsp_2",3
142,"rsp_3",2
142,"rsp_4",3
142,"rsp_5",1
142,"rsp_6",3
142,"rsp_7",3
142,"rsp_8",3
142,"rsp_9",3
142,"rsp_10",1
143,"rsp_1",3
143,"rsp_2",1
143,"rsp_3",1
143,"rsp_4",1
143,"rsp_5",1
143,"rsp_6",3
143,"rsp_7",3
143,"rsp_8",1
143,"rsp_9",2
143,"rsp_10",2
144,"rsp_1",1
144,"rsp_2",1
144,"rsp_3",1
144,"rsp_4",1
144,"rsp_5",1
144,"rsp_6",1
144,"rsp_7",1
144,"rsp_8",1
144,"rsp_9",1
144,"rsp_10",1
145,"rsp_1",2
145,"rsp_2",3
145,"rsp_3",1
145,"rsp_4",1
145,"rsp_5",1
145,"rsp_6",3
145,"rsp_7",3
145,"rsp_8",3
145,"rsp_9",3
145,"rsp_10",3
146,"rsp_1",3
146,"rsp_2",3
146,"rsp_3",1
146,"rsp_4",3
146,"rsp_5",3
146,"rsp_6",1
146,"rsp_7",3
146,"rsp_8",1
146,"rsp_9",3
146,"rsp_10",3
147,"rsp_1",2
147,"rsp_2",1
147,"rsp_3",1
147,"rsp_4",1
147,"rsp_5",1
147,"rsp_6",1
147,"rsp_7",3
147,"rsp_8",2
147,"rsp_9",3
147,"rsp_10",1
148,"rsp_1",3
148,"rsp_2",3
148,"rsp_3",3
148,"rsp_4",3
148,"rsp_5",1
148,"rsp_6",3
148,"rsp_7",3
148,"rsp_8",3
148,"rsp_9",3
148,"rsp_10",3
149,"rsp_1",1
149,"rsp_2",1
149,"rsp_3",1
149,"rsp_4",1
149,"rsp_5",1
149,"rsp_6",1
149,"rsp_7",1
149,"rsp_8",1
149,"rsp_9",1
149,"rsp_10",1
150,"rsp_1",2
150,"rsp_2",1
150,"rsp_3",3
150,"rsp_4",3
150,"rsp_5",1
150,"rsp_6",2
150,"rsp_7",3
150,"rsp_8",3
150,"rsp_9",1
150,"rsp_10",1
151,"rsp_1",1
151,"rsp_2",1
151,"rsp_3",1
151,"rsp_4",1
151,"rsp_5",1
151,"rsp_6",1
151,"rsp_7",1
151,"rsp_8",1
151,"rsp_9",1
151,"rsp_10",1
152,"rsp_1",3
152,"rsp_2",1
152,"rsp_3",1
152,"rsp_4",1
152,"rsp_5",1
152,"rsp_6",3
152,"rsp_7",3
152,"rsp_8",3
152,"rsp_9",3
152,"rsp_10",3
153,"rsp_1",2
153,"rsp_2",3
153,"rsp_3",3
153,"rsp_4",3
153,"rsp_5",2
153,"rsp_6",1
153,"rsp_7",1
153,"rsp_8",3
153,"rsp_9",1
153,"rsp_10",3
154,"rsp_1",1
154,"rsp_2",1
154,"rsp_3",1
154,"rsp_4",1
154,"rsp_5",1
154,"rsp_6",1
154,"rsp_7",2
154,"rsp_8",2
154,"rsp_9",3
154,"rsp_10",2
155,"rsp_1",3
155,"rsp_2",2
155,"rsp_3",1
155,"rsp_4",3
155,"rsp_5",1
155,"rsp_6",3
155,"rsp_7",3
155,"rsp_8",3
155,"rsp_9",3
155,"rsp_10",1
156,"rsp_1",3
156,"rsp_2",1
156,"rsp_3",1
156,"rsp_4",1
156,"rsp_5",1
156,"rsp_6",1
156,"rsp_7",1
156,"rsp_8",1
156,"rsp_9",1
156,"rsp_10",1
157,"rsp_1",3
157,"rsp_2",1
157,"rsp_3",1
157,"rsp_4",3
157,"rsp_5",1
157,"rsp_6",1
157,"rsp_7",3
157,"rsp_8",1
157,"rsp_9",3
157,"rsp_10",3
158,"rsp_1",1
158,"rsp_2",1
158,"rsp_3",1
158,"rsp_4",1
158,"rsp_5",1
158,"rsp_6",1
158,"rsp_7",1
158,"rsp_8",1
158,"rsp_9",1
158,"rsp_10",1
159,"rsp_1",2
159,"rsp_2",1
159,"rsp_3",1
159,"rsp_4",2
159,"rsp_5",2
159,"rsp_6",2
159,"rsp_7",3
159,"rsp_8",3
159,"rsp_9",3
159,"rsp_10",3
160,"rsp_1",1
160,"rsp_2",1
160,"rsp_3",2
160,"rsp_4",1
160,"rsp_5",1
160,"rsp_6",3
160,"rsp_7",3
160,"rsp_8",1
160,"rsp_9",2
160,"rsp_10",3
161,"rsp_1",3
161,"rsp_2",1
161,"rsp_3",1
161,"rsp_4",1
161,"rsp_5",1
161,"rsp_6",3
161,"rsp_7",2
161,"rsp_8",1
161,"rsp_9",1
161,"rsp_10",1
162,"rsp_1",2
162,"rsp_2",1
162,"rsp_3",1
162,"rsp_4",1
162,"rsp_5",1
162,"rsp_6",1
162,"rsp_7",2
162,"rsp_8",3
162,"rsp_9",3
162,"rsp_10",3
163,"rsp_1",3
163,"rsp_2",1
163,"rsp_3",2
163,"rsp_4",1
163,"rsp_5",2
163,"rsp_6",3
163,"rsp_7",3
163,"rsp_8",3
163,"rsp_9",3
163,"rsp_10",1
164,"rsp_1",1
164,"rsp_2",1
164,"rsp_3",1
164,"rsp_4",1
164,"rsp_5",1
164,"rsp_6",1
164,"rsp_7",1
164,"rsp_8",1
164,"rsp_9",1
164,"rsp_10",1
165,"rsp_1",1
165,"rsp_2",2
165,"rsp_3",1
165,"rsp_4",1
165,"rsp_5",1
165,"rsp_6",1
165,"rsp_7",3
165,"rsp_8",3
165,"rsp_9",1
165,"rsp_10",2
166,"rsp_1",1
166,"rsp_2",1
166,"rsp_3",1
166,"rsp_4",1
166,"rsp_5",1
166,"rsp_6",1
166,"rsp_7",1
166,"rsp_8",1
166,"rsp_9",2
166,"rsp_10",2
